dataset,method,degree,bias,proj,comp,comp_real,craft,full_cov,hier,kernel_var,kernel_len,test_error,test_mnll,test_label_var,k_frob_error,k_rel_frob_error,k_spec_error,k_rel_spec_error,test_kl,test_mean_mse,test_var_mse,D,E,feature_dist,noise_var,feature_time,pred_time,seed
MNIST,srf,3.0,0.5,gaussian,0.0,0.0,0.0,0.0,0.0,9.027409553527832,1.4142135381698608,0.06340000033378601,0.20690034329891205,0.09000000357627869,1891.807373046875,0.11235339939594269,1059.1219482421875,0.0646093562245369,5641.62255859375,2.1898233890533447,0.7659893035888672,512.0,32768.0,None,0.001,0.014872074127197266,0.09931015968322754,0.0
MNIST,poly_sketch,3.0,0.5,gaussian,0.0,0.0,0.0,0.0,0.0,9.027409553527832,1.4142135381698608,0.05829999968409538,0.1855788230895996,0.09000000357627869,8445.5625,0.5015773177146912,7961.3505859375,0.4856643080711365,5519.9375,1.9681931734085083,0.8788132071495056,512.0,32768.0,None,0.001,0.03664398193359375,0.09965300559997559,0.0
MNIST,poly_sketch,3.0,0.5,gaussian,0.0,1.0,0.0,0.0,0.0,9.027409553527832,1.4142135381698608,0.058799996972084045,0.18524032831192017,0.09000000357627869,6412.28125,0.3808218538761139,6008.6484375,0.36654409766197205,5227.04052734375,1.881454586982727,0.847058892250061,512.0,32768.0,None,0.001,0.06604957580566406,0.09876680374145508,0.0
MNIST,poly_sketch,3.0,0.5,rademacher,0.0,0.0,0.0,0.0,0.0,9.027409553527832,1.4142135381698608,0.05719999969005585,0.18958763778209686,0.09000000357627869,2989.684814453125,0.17755573987960815,2213.75048828125,0.1350448727607727,5391.232421875,1.944804072380066,0.8432328104972839,512.0,32768.0,None,0.001,0.03691363334655762,0.1031644344329834,0.0
MNIST,poly_sketch,3.0,0.5,rademacher,0.0,1.0,0.0,0.0,0.0,9.027409553527832,1.4142135381698608,0.05949999764561653,0.18470975756645203,0.09000000357627869,2563.756591796875,0.15226009488105774,1951.6114501953125,0.1190536692738533,5157.45654296875,1.8582279682159424,0.822300374507904,512.0,32768.0,None,0.001,0.06608438491821289,0.09899067878723145,0.0
MNIST,poly_sketch,3.0,0.5,srht,0.0,0.0,0.0,1.0,0.0,9.027409553527832,1.4142135381698608,0.05909999832510948,0.1888110488653183,0.09000000357627869,3010.492431640625,0.17879147827625275,2371.335693359375,0.14465799927711487,5206.57275390625,1.8583383560180664,0.8395649790763855,512.0,32768.0,None,0.001,0.022951602935791016,0.09913945198059082,0.0
MNIST,poly_sketch,3.0,0.5,srht,0.0,1.0,0.0,1.0,0.0,9.027409553527832,1.4142135381698608,0.058399997651576996,0.18727341294288635,0.09000000357627869,2306.654296875,0.13699091970920563,1438.841796875,0.08777330815792084,5128.2763671875,1.8585503101348877,0.8155763745307922,512.0,32768.0,None,0.001,0.05426788330078125,0.09937381744384766,0.0
MNIST,poly_sketch,3.0,0.5,countsketch_scatter,0.0,0.0,0.0,0.0,0.0,9.027409553527832,1.4142135381698608,0.05719999969005585,0.18762537837028503,0.09000000357627869,2447.038818359375,0.14532828330993652,1546.6575927734375,0.09435036778450012,5179.927734375,1.884961485862732,0.8207010626792908,512.0,32768.0,None,0.001,0.02833843231201172,0.10002827644348145,0.0
MNIST,srf,3.0,0.5,gaussian,0.0,0.0,1.0,0.0,0.0,9.027409553527832,1.4142135381698608,0.05889999866485596,0.1960817277431488,0.09000000357627869,2046.7874755859375,0.1215575784444809,1323.2630615234375,0.08072268962860107,5590.13427734375,2.167576789855957,0.7625178098678589,512.0,32768.0,None,0.001,0.7147111892700195,0.09946131706237793,0.0
MNIST,poly_sketch,3.0,0.5,srht,0.0,0.0,1.0,1.0,0.0,9.027409553527832,1.4142135381698608,0.05389999970793724,0.17747439444065094,0.09000000357627869,2404.36865234375,0.14279413223266602,1925.142822265625,0.11743900924921036,4937.50341796875,1.8171128034591675,0.7964013814926147,512.0,32768.0,None,0.001,0.5684378147125244,0.09654426574707031,0.0
